Entry Date,Symbol,MarketCap,Sector,Target Month,Month Open,Month High,Month Low,Month Close,%High,%Low,%Close
01-01-2015,MFSL,Largecap,Miscellaneous,Feb-2015,469.86,516.72,429.44,436.68,9.97,-8.6,-7.06
01-01-2015,TVSMOTOR,Largecap,Auto,Feb-2015,288.19,291.65,244.8,264.49,1.2,-15.06,-8.22
01-01-2015,MARUTI,Largecap,Auto,Feb-2015,3310.3,3380.78,3049.51,3271.32,2.13,-7.88,-1.18
01-01-2015,INDUSTOWER,Largecap,Telecom,Feb-2015,257.01,267.57,235.26,255.52,4.11,-8.46,-0.58
01-01-2015,SAMMAANCAP,Midcap,Financials,Feb-2015,381.74,421.79,362.94,410.64,10.49,-4.92,7.57
02-02-2015,BEL,Largecap,Aerospace & Defence,Mar-2015,31.46,31.47,25.79,28.04,0.03,-18.01,-10.87
02-02-2015,LUPIN,Largecap,Healthcare,Mar-2015,1645.95,1916.93,1640.3,1890.06,16.46,-0.34,14.83
02-02-2015,TATAELXSI,Largecap,I.T,Mar-2015,492.98,656.57,458.14,511.66,33.18,-7.07,3.79
02-02-2015,ASHOKLEY,Largecap,Auto,Mar-2015,29.71,31.53,27.72,30.37,6.14,-6.69,2.23
02-02-2015,UPL,Largecap,Chemicals,Mar-2015,250.26,274.12,239.93,264.72,9.53,-4.13,5.78
02-02-2015,INDUSINDBK,Largecap,Bank,Mar-2015,871.04,906.4,801.26,834.31,4.06,-8.01,-4.22
02-03-2015,SUNPHARMA,Largecap,Healthcare,Apr-2015,937.65,1099.65,835.4,859.76,17.28,-10.9,-8.31
04-05-2015,BAJFINANCE,Largecap,Financials,Jun-2015,41.28,53.04,40.22,52.51,28.48,-2.57,27.18
04-05-2015,TATAELXSI,Largecap,I.T,Jun-2015,561.47,571.24,462.1,531.78,1.74,-17.7,-5.29
04-05-2015,AUROPHARMA,Largecap,Healthcare,Jun-2015,649.97,692.5,587.08,687.39,6.54,-9.68,5.76
04-05-2015,CONCOR,Largecap,Transportation,Jun-2015,502.77,549.98,458.91,473.81,9.39,-8.72,-5.76
01-06-2015,MOTHERSON,Largecap,Auto,Jul-2015,36.7,38.57,35.16,37.23,5.09,-4.21,1.42
01-07-2015,TATAELXSI,Largecap,I.T,Aug-2015,767.24,1042.82,699.74,827.29,35.92,-8.8,7.83
01-07-2015,ASHOKLEY,Largecap,Auto,Aug-2015,35.71,41.57,32.48,37.67,16.41,-9.05,5.49
01-07-2015,CHOLAFIN,Largecap,Financials,Aug-2015,133.05,137.29,109.6,116.45,3.19,-17.62,-12.48
01-07-2015,BAJAJFINSV,Largecap,Financials,Aug-2015,184.99,214.94,165.39,180.1,16.19,-10.6,-2.65
01-09-2015,MARUTI,Largecap,Auto,Oct-2015,4309.49,4311.22,3849.78,4062.06,0.04,-10.67,-5.74
01-09-2015,SAMMAANCAP,Midcap,Financials,Oct-2015,532.88,542.97,476.52,480.05,1.89,-10.58,-9.91
02-11-2015,KEI,Largecap,Industrials,Dec-2015,109.32,120.07,96.88,116.91,9.83,-11.38,6.94
01-12-2015,BAJFINANCE,Largecap,Financials,Jan-2016,58.23,61.84,51.78,57.38,6.2,-11.09,-1.46
01-12-2015,AUROPHARMA,Largecap,Healthcare,Jan-2016,834.24,840.03,726.44,790.96,0.69,-12.92,-5.19
01-12-2015,UNOMINDA,Largecap,Auto,Jan-2016,30.45,31.86,23.26,25.98,4.64,-23.6,-14.66
01-12-2015,APLAPOLLO,Largecap,Industrials,Jan-2016,70.44,79.83,62.02,64.53,13.33,-11.95,-8.39
01-03-2016,BAJFINANCE,Largecap,Financials,Apr-2016,67.35,73.11,65.96,66.29,8.54,-2.07,-1.58
02-05-2016,PIDILITIND,Largecap,Chemicals,Jun-2016,341.12,350.44,318.45,343.94,2.73,-6.65,0.83
02-05-2016,CHOLAFIN,Largecap,Financials,Jun-2016,188.92,202.04,167.89,183.04,6.95,-11.13,-3.11
01-07-2016,MFSL,Largecap,Miscellaneous,Aug-2016,581.21,583.65,475.24,578.02,0.42,-18.23,-0.55
01-07-2016,CHOLAFIN,Largecap,Financials,Aug-2016,213.48,230.88,207.87,224.21,8.15,-2.63,5.03
01-07-2016,MANAPPURAM,Largecap,Financials,Aug-2016,68.04,76.58,66.8,71.1,12.55,-1.83,4.49
01-08-2016,PETRONET,Largecap,Energy,Sep-2016,121.66,126.26,112.83,119.9,3.78,-7.25,-1.45
01-08-2016,BIOCON,Smallcap,Healthcare,Sep-2016,150.06,161.5,142.9,153.09,7.62,-4.77,2.02
01-09-2016,UNOMINDA,Largecap,Auto,Oct-2016,47.32,61.71,47.21,58.58,30.4,-0.24,23.79
01-09-2016,BAJAJFINSV,Largecap,Financials,Oct-2016,309.71,343.18,307.71,337.02,10.81,-0.64,8.82
03-10-2016,PETRONET,Largecap,Energy,Nov-2016,136.21,136.91,113.16,134.93,0.51,-16.92,-0.94
01-02-2017,KEI,Largecap,Industrials,Mar-2017,174.72,181.6,162.76,178.38,3.94,-6.85,2.1
03-04-2017,IOC,Largecap,Energy,May-2017,82.97,84.83,78.26,80.79,2.24,-5.67,-2.62
03-04-2017,BAJAJFINSV,Largecap,Financials,May-2017,456.32,465.38,378.64,417.59,1.99,-17.02,-8.49
03-04-2017,APLAPOLLO,Largecap,Industrials,May-2017,141.02,144.55,125.92,136.56,2.5,-10.71,-3.17
02-05-2017,UNOMINDA,Largecap,Auto,Jun-2017,102.11,105.09,94.95,103.78,2.92,-7.01,1.63
01-06-2017,APLAPOLLO,Largecap,Industrials,Jul-2017,150.41,158.29,137.4,152.87,5.24,-8.65,1.63
03-07-2017,BAJFINANCE,Largecap,Financials,Aug-2017,166.53,178.95,154.86,173.55,7.46,-7.01,4.21
03-07-2017,HDFCBANK,Largecap,Bank,Aug-2017,415.74,422.11,403.91,414.48,1.53,-2.85,-0.3
01-08-2017,LTF,Largecap,Financials,Sep-2017,171.62,182.24,158.14,167.0,6.18,-7.86,-2.69
01-09-2017,INDUSINDBK,Largecap,Bank,Oct-2017,1613.72,1675.68,1498.77,1550.96,3.84,-7.12,-3.89
01-09-2017,TVSMOTOR,Largecap,Auto,Oct-2017,635.12,700.44,619.91,691.73,10.28,-2.39,8.91
01-09-2017,APLAPOLLO,Largecap,Industrials,Oct-2017,167.26,190.3,164.48,180.24,13.77,-1.66,7.76
03-10-2017,MARUTI,Largecap,Auto,Nov-2017,7661.66,8074.87,7502.87,7984.89,5.39,-2.07,4.22
03-10-2017,SOLARINDS,Largecap,Aerospace & Defence,Nov-2017,1011.47,1177.99,992.97,1127.71,16.46,-1.83,11.49
03-10-2017,GODREJPROP,Largecap,Realty,Nov-2017,683.0,740.0,655.05,728.2,8.35,-4.09,6.62
03-10-2017,LTF,Largecap,Financials,Nov-2017,173.34,174.02,146.97,147.74,0.4,-15.21,-14.77
01-11-2017,TATACONSUM,Largecap,FMCG,Dec-2017,270.03,297.69,256.12,296.19,10.24,-5.15,9.69
01-12-2017,TITAN,Largecap,Consumer Discretionary,Jan-2018,833.87,912.43,817.25,845.39,9.42,-1.99,1.38
01-01-2018,BIOCON,Smallcap,Healthcare,Feb-2018,303.8,318.1,272.82,310.72,4.71,-10.19,2.28
01-01-2018,GODREJPROP,Largecap,Realty,Feb-2018,803.4,849.0,728.1,780.2,5.68,-9.37,-2.89
01-02-2018,JSWSTEEL,Largecap,Metals & Mining,Mar-2018,287.53,290.09,252.25,263.02,0.89,-12.27,-8.52
02-04-2018,BRITANNIA,Largecap,FMCG,May-2018,2453.14,2661.43,2345.2,2620.79,8.49,-4.4,6.83
02-04-2018,COFORGE,Largecap,I.T,May-2018,211.15,211.56,178.63,203.35,0.19,-15.4,-3.69
